"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"468",168123,"Sunny, quiet, legal homelike suite-Pk Slope South",720558,"Sara","Brooklyn","South Slope",40.66085,-73.98537,"Entire home/apt",105,28,101,"2019-07-01",1.06,1,167
"469",24807368,"Sunny 2BR Apt Near Columbia University",21573011,"Lydia","Manhattan","Upper West Side",40.80001,-73.96459,"Entire home/apt",180,2,15,"2019-07-02",1.29,1,18
"470",13018811,"Private clean room in Manhattan",71865037,"Elinor","Manhattan","Harlem",40.82032,-73.94457,"Private room",49,3,0,"",NA,1,0
"471",23760168,"HUGE *SUITE*, with EN SUITE, AC/Heat",30736639,"Kellie & Joachim","Brooklyn","Bushwick",40.68609,-73.90733,"Entire home/apt",105,2,80,"2019-07-01",5.08,2,77
"472",22213389,"Cinema Studio on Duplex Apt.",4667705,"O. Xavier","Brooklyn","Bushwick",40.69787,-73.92703,"Private room",85,1,59,"2019-07-05",3.18,1,333
"473",15783766,"Cozy easy village apartment in central location",1546439,"Isabel","Manhattan","East Village",40.72868,-73.99036,"Private room",50,4,1,"2016-11-28",0.03,1,0
"474",1717058,"Top floor 1 bedroom soho/nolita",9053036,"Raynald","Manhattan","Nolita",40.72182,-73.99625,"Entire home/apt",185,3,65,"2019-06-07",1.04,1,106
"475",1781052,"CELEBRATE NEW YEAR'S EVE IN NYC",9348961,"Colleen","Manhattan","Midtown",40.76456,-73.98233,"Entire home/apt",250,3,1,"2016-01-03",0.02,1,0
"476",21524675,"Entire floor in Brooklyn Townhouse w/large patio",134516,"Eren","Brooklyn","Williamsburg",40.71341,-73.96556,"Entire home/apt",165,3,32,"2019-06-24",1.63,1,10
"477",13981865,"纽约之家(Sunny Home4)",27673980,"Amy","Queens","Flushing",40.74447,-73.83186,"Private room",50,1,60,"2019-06-23",1.68,8,53
"478",32113235,"SPACIOUS BRIGHT & COZY 1BR in CHELSEA MANHATTAN",240913613,"Ran","Manhattan","Chelsea",40.74928,-73.99633,"Entire home/apt",180,3,26,"2019-07-01",5.45,1,53
"479",14342997,"Calm&Cozy Bedroom - NoLIta/SoHo (private bathroom)",1120651,"Orianna","Manhattan","Nolita",40.72413,-73.99355,"Private room",118,3,10,"2017-09-09",0.29,1,0
"480",25961778,"Brooklyn Nest",697560,"Emily","Brooklyn","East Flatbush",40.65014,-73.94451,"Entire home/apt",100,2,0,"",NA,1,5
"481",35182672,"Steps to Yankee Stadium ⚾ Minutes to Times Square",8187861,"Tom","Bronx","Concourse",40.82788,-73.92604,"Entire home/apt",88,3,3,"2019-06-30",3,1,241
"482",1071743,"Brooklyn Family Friendly Brownstone",5895535,"Tara","Brooklyn","Crown Heights",40.67151,-73.94885,"Entire home/apt",200,2,3,"2017-05-29",0.08,1,0
"483",36105777,"Nice central bushwick room with backyard",114413305,"Bryant","Brooklyn","Bushwick",40.6949,-73.90954,"Private room",45,1,1,"2019-07-07",1,1,30
"484",29896132,"Spacious 1 bedroom in Flatbush, Brooklyn, NY.",107090465,"Linwood","Brooklyn","East Flatbush",40.63835,-73.94621,"Entire home/apt",125,3,2,"2019-05-10",0.61,1,170
"485",8274440,"Upper Manhattan Luxury Town Home - Mins to Midtown",43628713,"Ed","Manhattan","Harlem",40.80801,-73.9486,"Private room",180,3,18,"2019-05-21",0.39,1,362
"486",21219737,"Awesome place in sunnyside",48241662,"Klever","Queens","Sunnyside",40.73554,-73.91858,"Private room",60,60,0,"",NA,1,179
"487",5816151,"AWESOME MODERN ROOM IN CHARMING AREA+ SWEET ROOF B",29650513,"Katie Graham","Brooklyn","Bedford-Stuyvesant",40.69363,-73.9607,"Private room",90,30,47,"2019-05-12",0.92,6,323
"488",6638539,"Spacious family House in Old Neighborhood",562114,"Sveva","Brooklyn","Bay Ridge",40.63314,-74.02896,"Entire home/apt",295,5,4,"2019-04-27",0.13,1,19
"489",9351006,"Cozy & Comfortable Private Room | Private Bathroom",47784768,"Yemi","Brooklyn","Brownsville",40.66447,-73.91743,"Private room",69,2,75,"2019-06-21",1.73,2,249
"490",23837148,"Cozy and Sunny Space near Prospect Park",175507083,"Brette","Brooklyn","Prospect-Lefferts Gardens",40.66114,-73.9498,"Shared room",45,2,2,"2018-05-22",0.13,1,35
"491",22260331,"Holiday sublet in beautiful bed stuy!",26898137,"Andrew","Brooklyn","Bedford-Stuyvesant",40.68029,-73.94482,"Private room",48,7,1,"2017-12-14",0.05,1,0
"492",29780690,"Home away from home",224062220,"Tevin","Brooklyn","East Flatbush",40.65155,-73.92907,"Private room",80,1,22,"2019-07-01",2.76,1,162
"493",27487078,"Private Suite",1353336,"Dennis","Queens","Astoria",40.75759,-73.91703,"Private room",90,5,1,"2018-09-29",0.11,1,69
"494",24715620,"Room B Close to NYU Langone H/Metro station",105640471,"Jason","Brooklyn","Sunset Park",40.64193,-74.01483,"Private room",43,1,11,"2019-05-28",1.11,8,146
"495",755703,"Room: King size bed + private bath",3977693,"Oliver","Brooklyn","Bushwick",40.70118,-73.92826,"Private room",55,3,10,"2015-10-27",0.15,1,0
"496",25416257,"THE 602 SHOWROOM",26490270,"The 6o2","Brooklyn","Prospect-Lefferts Gardens",40.65925,-73.94862,"Entire home/apt",1000,1,1,"2018-10-30",0.12,1,365
"497",23606605,"West Village  1 br  apartment w skylight&fireplace",17193773,"Elizabeth","Manhattan","West Village",40.73389,-74.00086,"Entire home/apt",245,60,12,"2019-04-21",0.75,1,13
"498",13375642,"Huge sunny bedroom with private bathroom",1949282,"Kyla","Brooklyn","Bushwick",40.69407,-73.91124,"Private room",55,2,38,"2019-04-16",1.51,5,0
"499",6794912,"Large room in NYC - 2 months",24973811,"Toma","Manhattan","Inwood",40.86623,-73.91993,"Private room",50,1,1,"2015-08-27",0.02,1,0
"500",27808723,"A beautiful home for vacation",152246149,"Catherine","Bronx","Throgs Neck",40.83148,-73.82931,"Private room",65,1,23,"2019-06-21",2.18,5,365
"501",34313143,"Superior 1BR in FiDi by Sonder",219517861,"Sonder (NYC)","Manhattan","Financial District",40.70724,-74.00614,"Entire home/apt",699,29,0,"",NA,327,337
"502",17662532,"rooms in sunny Loft right off the Bedford L stop",34745360,"Anna","Brooklyn","Williamsburg",40.71612,-73.95983,"Private room",90,22,0,"",NA,2,0
"503",14787061,"Harlem River",92324633,"Ermanno","Manhattan","East Harlem",40.81344,-73.93454,"Private room",100,2,7,"2017-09-04",0.21,1,32
"504",17593461,"(2R) Cozy and clean bedroom with private bathroom",119548006,"Steven","Queens","Fresh Meadows",40.73318,-73.79322,"Entire home/apt",39,2,113,"2019-07-03",4.04,2,3
"505",4820897,"Comfy & Cozy in Best Hood in Bk",177846,"Alexandra","Brooklyn","Fort Greene",40.68864,-73.97669,"Private room",85,5,47,"2019-05-06",0.85,2,9
"506",26189111,"Clean, Comfortable & Cozy Brooklyn Apartment",145238884,"Petula","Brooklyn","Crown Heights",40.67387,-73.91306,"Entire home/apt",120,2,13,"2019-07-01",1.23,1,52
"507",29455925,"Home: 12 mins to Manhattan",213781715,"Anting","Brooklyn","Greenpoint",40.73099,-73.956,"Private room",119,1,0,"",NA,33,365
"508",4137979,"Williamsburg/Greenpoint Studio",7243674,"Eric","Brooklyn","Greenpoint",40.72126,-73.94328,"Entire home/apt",125,2,204,"2019-06-30",3.51,1,71
"509",4735505,"Greenwich Village w Private Garden",3570170,"John","Manhattan","Greenwich Village",40.72874,-74.00088,"Private room",95,2,4,"2017-06-02",0.08,1,0
"510",13669064,"perfect Location! studio!best value!Sleeps3",2119276,"Host","Manhattan","Kips Bay",40.73969,-73.98445,"Entire home/apt",175,30,5,"2017-12-19",0.14,39,283
"511",21877219,"MINIMALISTIC APARTMENT/DECK IN HISTORIC BROWNSTONE",159587137,"Wene","Brooklyn","Clinton Hill",40.69087,-73.96639,"Entire home/apt",280,3,1,"2019-05-03",0.44,2,343
"512",6988905,"A Perfect Midtown Studio (24/hr Doorman)",36133913,"Matt","Manhattan","Midtown",40.7544,-73.97345,"Entire home/apt",190,2,25,"2018-11-19",0.51,1,4
"513",18066733,"5br Duplex. @ Ferry!  Water&City Views!",117492425,"Dine","Staten Island","St. George",40.64605,-74.07897,"Entire home/apt",289,4,2,"2018-07-25",0.16,6,230
"514",2279335,"Gorgeous 1 BR in N Williamsburg",7009234,"Sarah","Brooklyn","Williamsburg",40.71947,-73.9552,"Entire home/apt",250,2,3,"2015-10-19",0.06,1,0
"515",9684998,"Sunny 1 bedroom in Upper East Side",6115134,"Masa","Manhattan","Upper East Side",40.77849,-73.95046,"Entire home/apt",112,4,13,"2019-03-08",0.3,1,0
"516",1382607,"Family-Friendly 3 BR in Cobble Hill",6245535,"Jennifer","Brooklyn","Carroll Gardens",40.68298,-73.99171,"Entire home/apt",259,1,2,"2016-08-22",0.04,1,0
"517",1979744,"Bright & Budget Friendly",9522524,"Nancy","Brooklyn","Canarsie",40.64605,-73.89382,"Private room",33,5,84,"2019-06-27",1.25,5,295
"518",11991426,"Cozy, quiet, studio apartment",1598283,"Anna","Manhattan","East Village",40.73072,-73.99174,"Entire home/apt",198,3,31,"2019-06-11",0.8,1,57
"519",36204465,"Bushwick Central Avenue, between L and J train.",272265146,"Alexander","Brooklyn","Bushwick",40.68822,-73.90979,"Private room",50,1,0,"",NA,1,19
"520",30105018,"Bushwick Artist Loft in Converted Factory",226204224,"Allyson","Brooklyn","Bushwick",40.6991,-73.92338,"Private room",50,1,7,"2018-12-30",0.93,1,0
"521",33891559,"Dapper 1BR in Upper East Side w/ Doorman + Gym, next to Central Park",107434423,"Blueground","Manhattan","Upper West Side",40.78548,-73.97078,"Entire home/apt",352,30,0,"",NA,232,202
"522",848722,"Lovely BR In The ❤ Of Flushing! Free Metro Card",4241953,"Celeste","Queens","Flushing",40.76014,-73.81146,"Private room",45,2,39,"2019-06-07",0.52,4,292
"523",26383405,"Cozy and Clean Park Slope 2 bed Apt. Hidden Gem!",19393471,"Dana","Brooklyn","Sunset Park",40.66073,-73.98983,"Entire home/apt",265,3,23,"2019-07-01",1.95,1,365
"524",2017397,"☆ DESIGN Spacious ☆ 1 BR Sleeps 4 Brooklyn Museum",2496464,"Monica","Brooklyn","Crown Heights",40.66687,-73.95619,"Entire home/apt",150,5,68,"2019-07-01",1.07,1,202
"525",24916744,"Newly Renovated Full One Bedroom Brooklyn Apt",93359389,"David","Brooklyn","East Flatbush",40.65755,-73.92341,"Entire home/apt",80,2,18,"2019-06-18",1.46,1,39
"526",845517,"Queen-sized Room Avail in Huge 2 bdrm/2bth loft.",4414425,"Ian","Brooklyn","Clinton Hill",40.69691,-73.96713,"Private room",36,1,8,"2019-05-26",0.1,1,83
"527",5918053,"1 Quiet Private Room in Heart of Soho!",2938204,"Veronica","Manhattan","SoHo",40.72741,-74.00178,"Private room",142,5,8,"2017-12-21",0.16,1,188
"528",4514042,"Bushwick Duplex 1",3709510,"Deacon","Brooklyn","Bushwick",40.69213,-73.92371,"Private room",80,1,4,"2019-05-28",0.34,3,342
"529",15052056,"Entire APT in Center of Park Slope Brooklyn",83171661,"Yuichi","Brooklyn","South Slope",40.66752,-73.9849,"Entire home/apt",90,6,2,"2017-08-28",0.06,3,0
"530",35519038,"3 Bedroom house in 2 family house.",266749340,"Venessa","Brooklyn","Bedford-Stuyvesant",40.68971,-73.92527,"Entire home/apt",190,1,1,"2019-06-16",1,2,311
"531",3678829,"Bright. Clean. Elegant. A perfect Brooklyn home.",17051201,"G","Brooklyn","Park Slope",40.67164,-73.97761,"Entire home/apt",545,2,6,"2018-12-29",0.12,3,227
"532",35545626,"Large quite apartment across from beautiful park",7271522,"Mordechai","Manhattan","Morningside Heights",40.80695,-73.9654,"Entire home/apt",250,7,0,"",NA,1,10
"533",7275122,"Stunning NYC Views",21336136,"Brooklyn","Brooklyn","Vinegar Hill",40.70107,-73.98391,"Entire home/apt",178,3,163,"2019-06-30",3.4,1,201
"534",666613,"Amazing Williamsburg entire Loft. Floor 2B",3370705,"Valentin","Brooklyn","Williamsburg",40.71112,-73.96338,"Entire home/apt",199,4,78,"2019-06-07",1.26,1,65
"535",21814812,"Stunning East Village 1 b/r w.elevator & laundry",11984140,"Emma","Manhattan","East Village",40.72941,-73.97916,"Entire home/apt",210,28,2,"2019-05-01",0.65,1,78
"536",15625492,"PRIME LOCATION-EAST 62nd/BEAUTIFULLY APPOINTED 1BR",76104209,"Rated","Manhattan","Upper East Side",40.761,-73.9615,"Entire home/apt",154,30,0,"",NA,33,342
"537",7262439,"Bright & cozy room in Brooklyn!",37325782,"Elise","Brooklyn","Bedford-Stuyvesant",40.68397,-73.95136,"Private room",40,7,0,"",NA,1,0
"538",13461412,"❤ of Midtown  | Rooftop Terraces +",3191545,"Kyle","Manhattan","Hell's Kitchen",40.76245,-73.98767,"Entire home/apt",150,30,1,"2017-06-02",0.04,23,332
"539",9682617,"mid century modern apartment",50015739,"Anne","Manhattan","Murray Hill",40.74695,-73.98062,"Entire home/apt",300,2,13,"2017-04-24",0.3,1,0
"540",28965609,"CB2 BROOKLYN",96479013,"Kian","Brooklyn","Bedford-Stuyvesant",40.69476,-73.94821,"Private room",82,6,8,"2019-06-15",0.88,3,48
"541",32826893,"Charming bedroom in the heart of Flatiron",34780853,"Tia","Manhattan","Flatiron District",40.73885,-73.98786,"Private room",99,1,2,"2019-05-24",1.13,1,13
"542",32697582,"Upper East Side Gem",69784014,"William","Manhattan","Upper East Side",40.77817,-73.94743,"Entire home/apt",105,3,10,"2019-05-27",2.56,1,0
"543",26555992,"NEW - Big Brooklyn apt in Bushwick",552288,"Charles","Brooklyn","Bushwick",40.69949,-73.92383,"Entire home/apt",65,2,6,"2019-06-26",0.54,1,0
"544",4047791,"Spacious Sunny 2BR/Prime Greenpoint",20987992,"Alicja","Brooklyn","Greenpoint",40.72414,-73.95355,"Entire home/apt",185,2,114,"2019-07-07",1.94,1,16
"545",11751916,"Large 2BR apt. steps from Subway",62530335,"Adam","Bronx","Concourse",40.8199,-73.9281,"Entire home/apt",110,1,0,"",NA,1,0
"546",1095106,"Greenpoint - with your own space!",6016424,"Susan","Brooklyn","Greenpoint",40.73026,-73.95596,"Private room",72,4,54,"2019-06-02",0.72,1,71
"547",18551196,"Private Room and Backyard in Modern Apartment!",115932140,"Justin","Brooklyn","Bedford-Stuyvesant",40.68795,-73.95278,"Private room",75,2,1,"2017-05-21",0.04,1,0
"548",33050172,"UWS - Pre-War Building- Large space",29461390,"Sharone","Manhattan","Upper West Side",40.79288,-73.9723,"Private room",82,1,7,"2019-07-01",2.44,1,178
"549",35835936,"BEAUTIFUL WEST VILLAGE APARTMENT",22550881,"Graham","Manhattan","West Village",40.73895,-74.00393,"Entire home/apt",151,1,1,"2019-07-05",1,1,8
"550",13413386,"Bed-Stuy Gem",62409721,"Robert","Brooklyn","Bedford-Stuyvesant",40.69002,-73.9518,"Private room",75,1,0,"",NA,1,0
"551",13917029,"Private Room in a Great Brooklyn Loft",616808,"Emine Gozde","Brooklyn","Williamsburg",40.70778,-73.9464,"Private room",42,15,1,"2016-07-27",0.03,1,0
"552",2254428,"Spacious Duplex Apt in Brooklyn",11512676,"Danni","Brooklyn","Bedford-Stuyvesant",40.68835,-73.95568,"Private room",40,3,10,"2018-01-08",0.16,1,0
"553",18770418,"LARGE 3 BEDROOMS UP  9 People 15 MIN TO MANHATTAN",30237517,"David","Queens","Forest Hills",40.73437,-73.85227,"Entire home/apt",238,3,2,"2019-03-31",0.09,6,188
"554",4687896,"Adelphi Garden Apartment",24236837,"Faye","Brooklyn","Fort Greene",40.69549,-73.97144,"Entire home/apt",80,30,6,"2017-05-31",0.11,1,187
"555",21038881,"Downtown warmth and charm",78107584,"Jesper","Manhattan","Nolita",40.72091,-73.99531,"Entire home/apt",250,2,34,"2019-06-21",1.61,1,0
"556",938022,"Private Bedroom in Williamsburg",1866827,"Gregory","Brooklyn","Williamsburg",40.7078,-73.94827,"Private room",99,1,94,"2019-06-16",1.22,1,358
"557",6729589,"Sunny 1.5 BR  Charmer!",6386894,"Adrienne","Brooklyn","Boerum Hill",40.68542,-73.98916,"Entire home/apt",115,4,13,"2019-05-14",0.64,2,18
"558",22337426,"Quaint NYC One Bedroom",57818788,"Morgan","Manhattan","East Harlem",40.81038,-73.93809,"Entire home/apt",100,3,3,"2018-01-21",0.16,1,0
"559",14453434,"Greenpoint Williamsburg Gold in the Heart of BK",89031106,"Edyta","Brooklyn","Greenpoint",40.72173,-73.94768,"Entire home/apt",110,30,4,"2017-08-07",0.12,4,301
"560",7065748,"1 Room in Spacious East Village Apt",37047337,"Will","Manhattan","East Village",40.72332,-73.97985,"Private room",57,1,0,"",NA,1,0
"561",25893890,"Cozy & Elegant 1 bedroom",194141910,"Lilee","Manhattan","Hell's Kitchen",40.75574,-73.99723,"Private room",134,2,16,"2019-05-31",1.26,1,12
"562",17508300,"Sun-drenched Charles Street studio!",1647256,"Rebecca","Manhattan","West Village",40.73418,-74.00621,"Entire home/apt",180,9,0,"",NA,1,0
"563",2151479,"Newly renovated house",10981050,"Rhonda","Brooklyn","Bedford-Stuyvesant",40.68922,-73.94626,"Entire home/apt",111,3,104,"2019-06-17",1.65,1,261
"564",35197500,"Spacious 1 BR W/ adjustable Queen bed. Comfy!",121851703,"Mo","Queens","Queens Village",40.72048,-73.73478,"Entire home/apt",150,2,4,"2019-07-08",4,2,19
"565",30853694,"Entire Loft with a bedroom and walk-in closet",14276413,"Sedef","Brooklyn","Bedford-Stuyvesant",40.69066,-73.95922,"Entire home/apt",300,2,2,"2019-01-01",0.3,1,0
"566",10838084,"UPTOWN FABULOUS",3881467,"Robert","Manhattan","Washington Heights",40.85612,-73.93024,"Private room",45,1,50,"2019-06-23",1.32,1,90
"567",24203813,"Huge Modern High End 3BR Apt Prime Location",51510730,"Lidor","Brooklyn","Fort Greene",40.68884,-73.97738,"Entire home/apt",195,1,6,"2018-11-23",0.49,1,0
"568",13065356,"""Quaint-Essential"" Living in the West Village",42399786,"Braydon","Manhattan","West Village",40.73564,-73.99823,"Entire home/apt",145,3,100,"2018-09-15",2.62,1,0
"569",12862929,"Bright and Airy Bedroom",1572315,"Deanna","Manhattan","Murray Hill",40.74775,-73.97702,"Private room",112,3,23,"2019-07-04",0.61,1,18
"570",7170149,"Hipster Apt in The Middle of it All",32212535,"Bronson & Sam","Manhattan","Hell's Kitchen",40.76546,-73.98782,"Entire home/apt",349,3,31,"2019-06-13",0.65,2,157
"571",11470210,"Delightful, Cozy and Convenient Room in Brooklyn!!",60346942,"Josh & Madeleine","Brooklyn","Bedford-Stuyvesant",40.69165,-73.943,"Private room",50,1,210,"2019-05-28",5.17,4,189
"572",29269102,"Cozy and Convenient",158406020,"Marvin","Brooklyn","East Flatbush",40.65105,-73.93034,"Private room",47,1,9,"2019-01-02",1.05,2,14
"573",17187942,"Cozy, neat, spacious 2 BR apartment in East Harlem",2247818,"Gonda","Manhattan","East Harlem",40.80268,-73.94051,"Entire home/apt",100,10,28,"2019-05-31",0.97,1,0
"574",21857734,"Williamsburg Private Room in 4 BR Apt off L train",20346657,"Leah","Brooklyn","Williamsburg",40.70941,-73.93862,"Private room",42,7,4,"2019-03-25",0.22,1,53
"575",34830629,"Large, luxury, one bedroom with veranda & garden",37170601,"Petros","Brooklyn","Flatlands",40.61401,-73.92112,"Entire home/apt",125,3,0,"",NA,1,42
"576",28464829,"Great cosy Studio. Just perfect.",24833181,"Andres","Brooklyn","Bedford-Stuyvesant",40.69488,-73.94983,"Entire home/apt",85,1,44,"2019-07-05",4.51,2,208
"577",19329734,"Large Top Floor Apartment",135401519,"Luka","Manhattan","Kips Bay",40.74063,-73.98205,"Entire home/apt",325,30,155,"2019-06-19",6.22,1,240
"578",4429337,"Large, stylish & sun-filled 1BDRM loft",1728899,"Tanya","Brooklyn","Williamsburg",40.70789,-73.94811,"Entire home/apt",120,2,19,"2019-07-06",1.82,1,11
"579",298073,"Bright, Airy Williamsburg Apt",1536533,"Irina","Brooklyn","Williamsburg",40.71629,-73.95786,"Entire home/apt",130,14,23,"2016-11-08",0.25,1,25
"580",15282119,"Private Retreat in Brooklyn",97122846,"Tim & Rachel","Brooklyn","East Flatbush",40.65141,-73.92512,"Entire home/apt",75,3,109,"2019-06-20",3.29,1,232
"581",17666011,"Central Park Views - Private Room & Bathroom",120245256,"Paul","Manhattan","Upper West Side",40.79712,-73.96117,"Private room",125,1,4,"2017-08-15",0.14,1,0
"582",324115,"Large Master Bedroom - Williamsburg",1639120,"Jason","Brooklyn","Williamsburg",40.71336,-73.96192,"Private room",75,2,219,"2019-06-19",2.44,2,277
"583",15840527,"Bedroom in shared apt next to Grand Central",2719866,"Dora","Manhattan","Murray Hill",40.7487,-73.97842,"Private room",40,5,0,"",NA,1,0
"584",34278696,"Brooklyn artist studio",47572575,"Andres","Brooklyn","Crown Heights",40.67259,-73.9525,"Entire home/apt",100,2,9,"2019-07-06",4.09,1,5
"585",30712669,"Safe perfect location heart of east village",7957807,"Matheus","Manhattan","East Village",40.7256,-73.98478,"Entire home/apt",250,2,14,"2019-06-20",2.19,1,364
"586",7858096,"Large Bedroom in Kips Bay/Gramercy",41411803,"Dan","Manhattan","Gramercy",40.7357,-73.98087,"Private room",87,3,3,"2015-10-05",0.06,1,0
"587",29829054,"Best location in Williamsburg!",20827165,"Melissa","Brooklyn","Williamsburg",40.71545,-73.94383,"Entire home/apt",99,2,1,"2018-11-19",0.13,2,0
"588",29213401,"PrivateRoom/LGA&JFK&Citi field&法拉盛/BustoManhattan",164719010,"Babie","Queens","Whitestone",40.77945,-73.82029,"Private room",35,1,35,"2019-07-06",3.87,3,86
"589",12761910,"3BR Queens (3rd fl)- 20 min to Manhattan",69427329,"Michelle & Eddie","Queens","Elmhurst",40.73854,-73.87407,"Private room",289,2,115,"2019-06-27",2.99,6,280
"590",15785088,"Spacious 2 BR Clinton Hill Apartment-Brooklyn, NY",102103075,"Edna + Isaiah","Brooklyn","Crown Heights",40.67923,-73.96286,"Entire home/apt",139,1,216,"2019-06-30",6.64,1,257
"591",24475331,"New condo-City view-Balcony&elevator",55149412,"Ha","Manhattan","Chinatown",40.71585,-73.99492,"Private room",80,1,14,"2019-06-30",0.96,4,234
"592",5848422,"Doorman buildng studio-East Village",13465396,"Ami","Manhattan","East Village",40.72956,-73.98613,"Entire home/apt",82,5,3,"2016-01-20",0.07,1,0
"593",6373582,"Gowanus Brooklyn Bed",33213436,"Alec","Brooklyn","Gowanus",40.67883,-73.98407,"Private room",129,1,116,"2019-06-24",2.38,8,236
"594",13387572,"RENOVATED STUDIO FOR 2~EAST 60TH STREET",76104209,"Rated","Manhattan","Upper East Side",40.76113,-73.96092,"Entire home/apt",139,30,0,"",NA,33,362
"595",18571803,"Luxury Apartment - Tranquil Sunny Bedroom!",35998113,"Jo & Savannah","Brooklyn","Bedford-Stuyvesant",40.68188,-73.91071,"Private room",70,3,26,"2019-05-29",1.32,3,0
"596",6613354,"CHARMING ONE BEDROOM APT IN LES/CHINATOWN",34608427,"Aixa","Manhattan","Lower East Side",40.71855,-73.9895,"Entire home/apt",184,4,11,"2019-06-08",1.2,1,273
"597",26632917,"Casa Maritza",47924569,"Marco","Brooklyn","East Flatbush",40.64629,-73.932,"Entire home/apt",125,3,18,"2019-06-22",1.53,1,48
"598",819893,"MANHATTAN CONVENIENT NICE ROOM IN NYC",4299040,"Ale","Manhattan","Harlem",40.82233,-73.95568,"Private room",60,2,36,"2019-05-19",0.54,4,133
"599",25442072,"Grand Penthouse loft in Prime Williamsburg",1802807,"Lily","Brooklyn","Williamsburg",40.71438,-73.95955,"Private room",100,6,6,"2019-02-13",0.45,2,3
"600",13016082,"Steps from Central Park: Bedroom in spacious apt",12127963,"Ben","Manhattan","East Harlem",40.78804,-73.95382,"Private room",95,5,4,"2017-08-19",0.11,1,0
"601",2658325,"Manhattan,  East Village next to  Lower East Side",13604945,"Fabian","Manhattan","East Village",40.721,-73.98169,"Private room",80,4,143,"2019-06-23",2.24,1,187
"602",4792529,"Restored Bungalow of Rockaway Beach",57101,"Maribel & Carolina","Queens","Rockaway Beach",40.58822,-73.81299,"Entire home/apt",130,1,186,"2019-06-23",3.35,1,292
"603",18783614,"Oversized sun drenched loft in trendy Williamsburg",1156763,"Marie-Astrid","Brooklyn","Williamsburg",40.71364,-73.96447,"Entire home/apt",250,3,37,"2019-06-08",2.35,1,174
"604",28976867,"Amazing Spacious Sunlit Studio with a balcony.",218406956,"Jane","Manhattan","Upper East Side",40.76892,-73.96321,"Entire home/apt",160,2,14,"2019-06-24",1.79,1,170
"605",27022896,"2bedroom in East Harlem, few blocks from 6 train",50169207,"Richie","Manhattan","East Harlem",40.79371,-73.93995,"Entire home/apt",100,2,3,"2019-06-23",0.28,2,67
"606",26138943,"Awesome bedroom. Clean & new  apt. 5 min to train",43148410,"Lo","Brooklyn","East New York",40.66761,-73.88693,"Private room",38,30,2,"2019-04-01",0.19,3,342
"607",1696050,"Spacious Room, Central Location, Historic block.",4463092,"Samuel","Manhattan","Harlem",40.80339,-73.95167,"Private room",71,2,64,"2019-06-26",1.02,2,18
"608",30696051,"Modern Spacious Studio just 1 min To Bus Stop",120912613,"Sanny","Queens","Glendale",40.6998,-73.89351,"Entire home/apt",99,2,28,"2019-07-06",5.12,1,289
"609",34705150,"Bright & Modern Brooklyn Apartment",57399783,"Desiree","Brooklyn","Crown Heights",40.67693,-73.9369,"Entire home/apt",100,3,2,"2019-05-29",1.18,1,0
"610",20888020,"Upper West Side Room",150032863,"Ayelet","Manhattan","Upper West Side",40.79499,-73.97669,"Private room",75,5,2,"2017-09-16",0.09,1,0
"611",30539902,"Sunny 1BR in Williamsburg/Greenpoint",4169001,"Lani","Brooklyn","Williamsburg",40.72006,-73.94593,"Entire home/apt",175,5,0,"",NA,1,0
"612",18565097,"Bohemian Duplex 1BR Pvt BA Lounge E Williamsburg",128414475,"Nitya","Brooklyn","Williamsburg",40.70556,-73.92892,"Private room",70,2,10,"2017-08-28",0.38,3,0
"613",20213442,"Master Bedroom in Jazz Era Townhome",7285042,"Max","Brooklyn","Crown Heights",40.67586,-73.9504,"Private room",75,3,5,"2017-10-28",0.22,1,0
"614",5337757,"Beautiful, Sunny, by Park, with Private Entrance",117949,"Ariel","Brooklyn","Greenpoint",40.72722,-73.94209,"Private room",49,3,59,"2019-06-08",1.12,1,99
"615",4267133,"Large private room in huge LES Apt",6793885,"Nick","Manhattan","Lower East Side",40.72156,-73.98712,"Private room",70,1,2,"2015-06-10",0.03,1,0
"616",23869761,"Cozy Bedroom with Queen Size Bed",29326392,"Ben","Brooklyn","Bushwick",40.69941,-73.93633,"Private room",31,2,1,"2018-03-27",0.06,1,0
"617",22533734,"Awesome spacious one bedroom in prime NYC location",165492173,"Michael","Brooklyn","Park Slope",40.67682,-73.97476,"Entire home/apt",200,7,0,"",NA,1,0
"618",34152864,"Luxury 2 Bedrooms 2 bathrooms High-rise",252211149,"Anna","Manhattan","Kips Bay",40.7443,-73.97519,"Entire home/apt",304,1,9,"2019-06-22",4.66,1,127
"619",31060046,"Nice place in Brooklyn .",201718939,"Leon","Brooklyn","Greenpoint",40.73201,-73.95699,"Private room",120,5,0,"",NA,1,77
"620",12130236,"Cozy studio steps to the beach",65096495,"Eric","Queens","Belle Harbor",40.57941,-73.84844,"Private room",225,1,35,"2019-06-30",0.92,1,364
"621",34420814,"Beautiful Room + Private Bath Same St As Subway!",219727469,"Marcelo","Brooklyn","Bedford-Stuyvesant",40.67903,-73.91037,"Private room",60,1,2,"2019-05-21",1.05,4,9
"622",20133862,"Cozy West 15th Street Studio, Chelsea",22541573,"Ken","Manhattan","Chelsea",40.74119,-73.99941,"Entire home/apt",169,30,0,"",NA,87,362
