"","drivers","age","gender","income","work_hours","distance","bonus","satisfaction","leaving"
"1785",1,29,1,320262,10,95,10000,5,4
"1786",0,30,1,240388,7,60,14639,3,4
"1787",0,26,1,338648,7,59,10000,3,4
"1788",0,31,1,295502,8,38,10000,3,5
"1789",0,27,0,325275,8,96,10000,5,1
"1790",1,28,1,433250,11,106,16925,3,4
"1791",0,31,1,248717,7,107,20527,4,4
"1792",0,31,1,236576,7,93,20510,3,4
"1793",0,28,1,257932,9,80,21536,5,2
"1794",1,27,1,296751,11,111,12476,5,4
"1795",1,28,0,366289,11,76,10000,5,3
"1796",1,31,1,330491,9,94,22994,5,1
"1797",1,29,1,349944,9,69,27470,1,2
"1798",1,32,1,240750,12,45,10000,2,1
"1799",0,31,1,225540,8,40,14565,4,4
"1800",1,30,1,336750,12,90,10000,5,4
"1801",1,29,1,305506,9,70,27696,2,3
"1802",0,31,1,307783,8,71,10000,3,4
"1803",1,28,1,484686,9,94,24317,4,4
"1804",1,27,1,368487,11,96,13400,4,4
"1805",0,27,1,353758,9,99,26787,3,4
"1806",1,33,0,288349,9,61,21721,4,4
"1807",1,31,1,419980,11,78,19686,4,5
"1808",0,32,1,285420,6,91,12880,3,5
"1809",1,27,1,339745,10,58,10000,2,1
"1810",1,31,1,376121,11,85,11354,1,2
"1811",0,32,1,363862,7,60,61861,3,4
"1812",0,30,0,349026,10,85,44154,3,4
"1813",1,27,1,447769,12,92,24745,4,4
"1814",0,28,1,268468,8,64,26224,3,4
"1815",0,29,1,283555,7,58,22397,2,2
"1816",0,30,1,303429,6,110,29517,5,4
"1817",1,32,1,337803,10,86,13952,2,3
"1818",1,31,1,393407,8,55,16403,4,3
"1819",1,32,1,424894,12,106,13980,1,2
"1820",0,33,0,232586,9,80,18051,3,3
"1821",1,29,0,336927,11,98,12771,1,1
"1822",1,32,0,391027,7,36,27832,4,3
"1823",1,32,1,407666,12,91,10000,1,2
"1824",0,26,1,340666,8,42,17000,4,4
"1825",0,32,1,308529,8,96,17065,4,4
"1826",0,31,1,267774,8,112,32196,4,3
"1827",0,32,0,254644,8,152,52045,3,5
"1828",1,29,0,378783,10,66,35780,2,3
"1829",1,32,1,255387,9,57,35300,4,4
"1830",0,29,0,317683,6,70,47475,3,5
"1831",0,29,1,336286,8,56,66073,5,1
"1832",0,30,1,272269,8,76,77405,3,5
"1833",1,30,1,387050,11,90,37617,1,3
"1834",1,29,0,332068,10,96,10000,4,3
"1835",1,27,1,351189,11,93,20223,2,3
"1836",1,31,0,339156,9,56,15537,3,4
"1837",0,31,1,271207,7,136,10000,5,3
"1838",0,33,1,239538,9,121,47892,2,2
"1839",0,32,1,317107,7,107,15535,3,4
"1840",0,32,1,320355,8,85,52118,3,4
"1841",1,29,1,306115,11,95,22083,4,4
"1842",1,27,1,421641,9,78,20548,5,3
"1843",1,27,0,328332,7,103,25098,3,4
"1844",0,29,1,285792,9,82,10164,3,3
"1845",0,31,1,192123,9,104,10000,4,5
"1846",0,28,1,298477,8,87,10000,3,5
"1847",0,30,0,223688,8,53,13895,2,3
"1848",1,31,0,491193,10,76,18516,5,3
"1849",1,28,1,183885,9,106,24892,4,5
"1850",0,31,1,269966,9,85,34025,3,4
"1851",1,33,0,319444,10,80,18413,2,1
"1852",1,27,1,370303,8,87,23509,4,2
"1853",0,27,0,278091,8,86,20230,3,5
"1854",1,29,0,428043,9,85,15173,4,3
"1855",0,30,1,322616,10,92,10000,3,1
"1856",1,31,1,262602,10,107,11762,3,2
"1857",1,30,1,408351,8,73,20325,5,5
"1858",0,28,1,208873,8,78,35970,3,5
"1859",0,27,1,235063,8,75,10000,2,3
"1860",1,30,1,315327,7,79,26842,2,3
"1861",1,33,0,380348,11,53,10000,2,2
"1862",1,29,0,431486,9,57,23353,1,3
"1863",0,31,1,253530,9,95,23893,4,4
"1864",0,33,1,273039,7,72,40144,2,1
"1865",1,32,0,311872,14,70,10000,1,1
"1866",1,28,1,436803,11,85,20167,3,3
"1867",1,28,1,381669,9,61,32895,3,4
"1868",0,31,1,300744,7,77,10000,3,5
"1869",0,30,1,330165,8,10,10000,4,3
"1870",0,33,1,284974,9,72,20697,4,4
"1871",0,30,0,277552,11,82,57726,4,5
"1872",0,29,1,276970,7,89,10000,3,4
"1873",1,33,0,376782,12,87,29383,2,3
"1874",0,30,1,282734,9,100,31877,2,3
"1875",0,32,1,186464,8,64,33121,2,2
"1876",1,29,1,297527,8,83,13581,3,4
"1877",1,30,0,262434,9,83,10000,1,5
"1878",0,28,0,249788,5,75,49224,3,4
"1879",1,29,1,334310,9,41,24203,4,5
"1880",0,30,1,413455,7,75,64918,3,5
"1881",0,27,1,238404,8,36,10000,2,2
"1882",1,27,1,270225,7,88,20126,2,4
"1883",1,31,0,353462,9,104,24345,2,3
"1884",1,30,1,375246,10,126,10000,2,3
"1885",0,30,0,358052,9,110,10000,4,4
"1886",1,29,1,313829,11,83,10000,4,4
"1887",0,32,1,273067,7,82,10000,4,4
"1888",0,31,1,224988,9,29,10000,2,1
"1889",1,27,0,340528,13,89,27325,3,3
"1890",0,26,1,269889,9,80,10000,5,5
"1891",0,30,0,262908,9,100,57722,1,3
"1892",0,35,1,227640,7,90,10000,5,5
"1893",0,29,1,300155,8,91,50800,2,3
"1894",0,30,1,239140,8,84,15549,3,4
"1895",0,28,1,266751,8,43,38117,4,5
"1896",0,31,1,317842,10,98,10000,4,3
"1897",1,29,1,333137,11,92,10000,3,3
"1898",1,28,1,362500,10,63,10000,2,1
"1899",0,30,1,208043,8,67,10000,3,4
"1900",1,25,1,363469,11,60,12211,3,4
"1901",1,29,1,337117,10,89,11616,4,5
"1902",0,29,0,234173,8,67,25216,3,4
"1903",1,32,0,358661,8,94,22700,5,5
"1904",0,32,1,245881,9,82,42673,4,3
"1905",1,30,1,311224,10,84,13438,1,4
"1906",1,32,1,355621,7,98,15647,3,5
"1907",1,29,1,357085,10,112,10000,5,4
"1908",0,29,1,258160,9,88,10000,4,4
"1909",1,32,1,303248,10,91,16134,1,2
"1910",0,31,1,340776,8,82,10016,3,4
"1911",0,31,0,207432,8,69,10000,1,2
"1912",0,25,1,294383,9,63,50892,4,4
"1913",1,24,0,242322,9,63,10003,4,3
"1914",1,30,1,324173,7,86,16278,3,4
"1915",1,28,1,263150,12,87,13067,3,4
"1916",0,31,1,310074,8,82,28617,4,4
"1917",0,32,1,321872,7,122,10000,3,1
"1918",1,34,1,186867,7,111,18097,1,2
"1919",1,33,1,283470,11,105,10000,4,1
"1920",0,30,1,234409,8,81,21816,3,4
"1921",1,29,0,311572,9,93,19256,4,4
"1922",1,31,1,425929,11,81,10000,1,2
"1923",0,30,1,285635,7,87,10000,4,4
"1924",0,31,1,307058,9,90,42224,5,1
"1925",0,29,1,269810,8,25,36568,4,3
"1926",1,29,1,317134,10,75,13366,2,3
"1927",0,29,1,362446,8,67,55839,4,3
"1928",0,26,1,261610,10,110,33169,4,2
"1929",0,30,0,277211,9,90,11855,4,4
"1930",1,26,1,340776,10,25,19094,3,4
"1931",0,29,1,301796,8,102,46958,4,5
"1932",1,30,0,327918,6,94,28768,4,4
"1933",1,27,1,393058,11,53,31852,3,4
"1934",0,32,1,291955,9,101,10000,5,4
"1935",0,29,1,288758,8,135,30588,4,4
"1936",1,31,1,337686,9,111,11480,5,3
"1937",1,29,1,320441,8,70,12451,1,3
"1938",1,26,1,283108,10,66,31398,1,2
"1939",1,26,0,285924,10,93,22297,5,4
"1940",1,31,1,242258,8,94,16403,3,3
"1941",1,27,1,296256,7,77,30918,4,3
"1942",1,29,0,337347,11,117,10000,3,4
"1943",0,34,1,229854,9,94,12885,3,4
"1944",1,31,1,313472,10,73,10000,5,4
"1945",1,34,1,276297,10,70,29348,3,4
"1946",0,31,0,268020,8,53,14607,4,4
"1947",0,33,1,312179,8,128,12226,3,4
"1948",0,28,1,283471,8,125,59672,4,4
"1949",1,28,1,277256,10,59,21638,3,4
"1950",1,30,1,372378,8,91,28634,2,3
"1951",0,32,1,266383,7,35,26236,4,3
"1952",0,29,0,326913,8,82,64564,5,2
"1953",1,29,1,313163,11,83,17174,1,2
"1954",1,30,1,280544,12,83,13346,1,1
"1955",1,29,1,342940,11,57,27457,2,2
"1956",1,30,0,448696,9,101,19019,1,2
"1957",1,36,1,496245,10,96,35937,1,3
"1958",0,32,1,247522,9,94,30800,3,4
"1959",1,30,1,219075,10,65,26058,2,2
"1960",1,29,0,310601,10,50,29350,5,1
"1961",1,29,1,328337,9,82,25964,2,3
"1962",1,28,0,373549,12,86,20886,1,4
"1963",0,29,0,328814,8,57,18723,4,4
"1964",0,33,0,261795,8,92,10000,2,2
"1965",0,30,1,311134,10,57,26790,4,4
"1966",1,30,1,392728,11,102,23419,3,4
"1967",0,33,1,332728,6,64,57519,2,2
"1968",1,24,1,462031,11,43,10000,3,5
"1969",1,28,1,318856,9,111,37928,1,1
"1970",0,34,0,260544,8,41,18648,5,4
"1971",0,33,0,256839,8,53,10000,2,4
"1972",0,28,1,256023,9,76,38320,5,3
"1973",1,30,1,326793,10,81,24830,2,2
"1974",0,29,1,313891,7,47,19668,4,3
"1975",1,29,1,406419,9,81,17489,5,4
"1976",0,31,0,241209,8,72,39692,2,5
"1977",0,32,1,328497,10,88,30823,3,4
"1978",1,30,1,353724,9,71,19158,2,3
"1979",0,30,1,281714,10,148,10000,3,4
"1980",0,29,0,287288,7,86,40143,5,4
"1981",1,26,1,376378,10,124,20683,5,3
"1982",1,34,0,261460,11,77,14157,3,3
"1983",0,29,0,303051,8,104,10223,3,4
"1984",0,32,1,247886,6,116,66807,3,1
"1985",1,26,0,352247,9,58,22458,1,4
"1986",0,35,1,343674,7,65,10000,3,2
"1987",0,30,1,202727,8,135,10000,4,3
"1988",1,33,1,202351,11,87,29686,5,5
"1989",0,30,1,307718,8,25,10000,2,2
"1990",0,29,1,334774,10,103,10000,3,2
"1991",1,30,1,258635,10,68,28715,4,1
"1992",0,29,1,230334,8,113,19642,3,4
"1993",0,31,0,321880,10,74,10000,2,5
"1994",0,27,0,347514,8,94,12185,3,4
"1995",1,32,1,280070,13,99,10000,3,3
"1996",0,29,1,308206,7,92,19173,5,4
"1997",1,28,1,409910,10,104,20018,4,5
"1998",0,36,1,308233,10,82,59061,2,3
"1999",1,27,1,372615,11,96,10379,5,5
"2000",0,32,0,244717,8,90,10000,4,4
"2001",0,32,1,308466,8,66,10000,4,4
"2002",1,31,1,317579,8,114,14821,2,1
"2003",0,32,1,271717,8,126,55268,4,4
"2004",0,32,1,296164,9,61,42304,4,3
"2005",1,30,1,230722,6,90,13803,3,5
"2006",0,29,0,189350,8,90,38643,3,1
"2007",0,31,1,301570,9,45,10000,5,4
"2008",1,31,1,349377,10,68,28200,4,4
"2009",1,31,1,237548,9,95,37440,1,3
"2010",0,32,0,274397,7,66,68590,3,4
"2011",1,26,0,294914,9,97,21167,1,2
"2012",1,29,1,369696,10,81,17063,1,2
"2013",1,32,0,373681,9,100,22771,3,4
"2014",1,31,1,403217,9,87,22694,3,4
"2015",0,32,1,317207,9,93,10000,4,4
"2016",1,32,1,326856,11,108,21127,1,5
"2017",0,32,1,289860,9,122,36898,5,5
"2018",1,27,0,334114,13,80,15758,3,3
"2019",0,29,1,203723,6,73,27443,1,2
"2020",1,28,0,345714,11,75,46412,2,2
"2021",0,29,1,325852,8,88,19153,3,4
"2022",0,28,1,267574,7,138,35879,5,4
"2023",1,27,0,352324,12,79,23553,4,4
"2024",0,34,1,286650,8,122,11698,3,5
"2025",1,32,0,288470,11,76,30621,2,2
"2026",1,29,1,384777,9,63,16429,1,1
"2027",0,26,1,280152,8,48,26023,4,5
"2028",1,28,1,363462,8,93,15687,2,4
"2029",1,33,0,400615,9,80,16957,3,3
"2030",1,27,1,330701,10,118,10000,5,1
"2031",1,28,0,297965,10,90,40509,5,5
"2032",0,29,1,374090,9,72,50577,3,4
"2033",1,30,1,381980,11,77,19913,5,4
"2034",1,28,1,417240,7,106,18459,4,4
"2035",1,28,0,315692,7,72,18068,3,4
"2036",0,28,0,290309,9,43,25753,4,5
"2037",1,31,1,200989,10,87,15111,3,4
"2038",0,32,1,339238,8,87,49101,5,5
"2039",1,30,1,298471,11,59,20212,4,4
"2040",0,30,0,361820,9,74,10000,2,2
"2041",0,28,1,285719,8,10,77143,4,4
"2042",0,34,1,249699,9,115,64347,3,4
"2043",1,33,1,361700,9,46,10000,4,3
"2044",0,29,1,247456,9,69,41325,3,4
"2045",0,26,1,280627,7,63,10000,2,3
"2046",0,26,0,319505,10,45,24058,3,3
"2047",1,32,1,309590,9,72,27140,1,1
"2048",1,29,1,379130,8,89,19236,3,5
"2049",1,33,0,454910,9,59,23958,3,3
"2050",1,30,1,270389,10,64,35428,5,4
"2051",0,31,1,192530,7,86,55084,4,3
"2052",1,32,1,334193,9,98,12736,4,3
"2053",1,28,1,326689,9,63,18047,5,4
"2054",0,31,0,266570,6,105,17488,4,4
"2055",0,31,0,319257,9,90,22913,2,3
"2056",1,28,1,437550,13,62,10000,4,3
"2057",0,29,0,295306,9,48,63391,4,3
"2058",0,29,1,342062,8,93,14309,4,4
"2059",0,30,1,324833,9,74,37945,4,1
"2060",1,32,1,423553,8,116,18268,3,3
"2061",0,30,1,272711,9,46,25778,2,3
"2062",1,30,1,297020,11,95,37162,3,4
"2063",0,33,1,349726,9,78,12549,3,3
"2064",1,28,1,442760,12,85,16557,4,4
"2065",1,32,1,416565,12,78,25216,3,4
"2066",1,30,1,319085,9,96,10923,3,4
"2067",1,27,1,270534,10,68,27580,1,3
"2068",0,33,1,309174,8,75,33746,3,4
"2069",1,31,1,332984,8,58,16108,3,5
"2070",1,28,1,280567,7,93,30748,1,2
"2071",0,30,1,301377,7,106,10000,4,4
"2072",1,29,1,373515,10,45,29305,1,3
"2073",1,28,1,278616,11,78,25201,3,5
"2074",1,29,1,372096,9,87,29033,3,4
"2075",1,30,1,411397,8,104,16528,1,1
"2076",0,30,1,292309,6,96,10000,3,5
"2077",1,32,1,379283,8,84,17124,1,3
"2078",1,31,0,298957,10,91,17476,4,5
"2079",0,28,1,306567,9,72,11080,4,3
"2080",1,31,1,299581,7,91,14861,1,3
"2081",1,29,1,421040,10,46,10786,4,4
"2082",0,30,1,273900,7,68,10000,3,4
"2083",0,31,1,285949,8,73,45872,3,4
"2084",1,26,0,311402,7,92,18540,3,4
"2085",0,30,1,300820,10,29,23699,4,5
"2086",0,27,1,261592,7,102,40193,3,3
"2087",1,30,1,341976,9,92,10000,2,2
"2088",0,30,1,247244,7,67,16112,2,3
"2089",0,29,1,309210,7,80,10000,3,3
"2090",1,31,0,359806,11,97,17369,3,4
"2091",1,29,1,411195,8,62,25782,5,4
"2092",0,30,0,298373,8,69,10000,4,5
"2093",1,30,1,297215,9,88,40372,5,4
"2094",1,29,0,358409,8,99,31476,1,3
"2095",1,32,1,333311,12,82,12216,3,4
"2096",1,30,1,422095,13,107,15051,5,4
"2097",1,28,1,319149,11,51,15885,4,3
"2098",1,31,1,250302,10,99,20035,5,5
"2099",1,30,1,297380,11,81,29203,4,1
"2100",1,27,1,288832,9,98,33563,1,5
"2101",1,31,1,284691,9,96,33749,1,4
"2102",0,30,1,302378,7,87,34313,3,4
"2103",0,31,1,283448,9,56,23724,4,2
"2104",0,29,1,270596,7,89,18904,3,3
"2105",1,30,1,238584,11,110,14804,2,2
"2106",0,31,0,214289,10,13,10000,3,3
"2107",1,31,1,364881,9,99,25071,2,2
"2108",1,29,1,372652,7,49,16239,5,5
"2109",0,31,1,322634,10,74,17871,2,3
"2110",1,30,1,325437,12,68,20946,1,5
"2111",0,30,1,151347,8,70,15529,4,1
"2112",1,31,1,326905,8,108,20186,2,3
"2113",0,30,0,286342,9,97,42868,2,1
"2114",1,30,1,314645,10,88,19129,1,1
"2115",1,30,1,439196,7,85,10000,4,4
"2116",0,32,1,266487,8,69,10000,3,3
"2117",1,29,1,364135,10,91,31623,3,4
"2118",0,30,1,312495,7,78,59675,3,5
"2119",0,32,1,217650,9,81,43995,4,4
"2120",1,31,1,338669,11,61,12253,4,4
"2121",1,29,1,245605,8,59,17932,2,5
"2122",0,29,1,291057,8,58,10000,3,5
"2123",1,30,1,387684,6,83,24638,2,5
"2124",0,32,1,276933,7,58,10000,3,4
"2125",1,32,1,386514,11,77,27918,5,5
"2126",0,30,1,325460,10,58,24099,4,4
"2127",1,27,1,351897,9,79,32515,3,4
"2128",0,33,0,258942,9,53,29662,2,3
"2129",0,30,0,252393,9,88,55954,2,1
"2130",1,32,1,403733,11,99,29105,5,3
"2131",1,31,0,248356,10,83,10000,5,5
"2132",0,29,0,276597,10,102,40950,2,3
"2133",0,33,1,251170,10,88,44304,5,5
"2134",0,30,1,285504,9,87,67732,4,1
"2135",0,33,1,214006,8,79,21842,3,3
"2136",1,28,1,332763,8,66,13803,3,2
"2137",0,31,1,303592,7,117,10000,3,3
"2138",0,29,1,279233,8,76,10000,2,3
"2139",0,32,0,256415,9,45,35033,3,4
"2140",1,27,0,396828,11,77,33584,3,3
"2141",1,28,1,339844,8,82,23040,2,1
"2142",0,29,1,223152,7,90,24175,2,2
"2143",0,28,1,305472,6,61,10000,4,4
"2144",1,34,1,307323,7,83,21766,4,4
"2145",0,31,1,294686,6,74,10000,3,3
"2146",0,30,1,288304,9,89,41268,4,5
"2147",1,35,0,391630,9,83,12828,1,1
"2148",0,29,0,291538,9,59,20045,1,2
"2149",0,30,1,317756,8,44,63578,5,4
"2150",0,33,0,322455,8,22,10000,3,5
"2151",0,30,0,252932,7,62,10000,3,3
"2152",1,30,1,320538,9,90,23609,5,1
"2153",0,30,1,344614,6,82,10000,2,2
"2154",0,30,1,334889,8,73,42119,3,2
"2155",0,32,1,113510,7,19,34234,3,5
"2156",1,28,1,373553,9,69,35639,3,4
"2157",0,26,0,286399,8,96,10000,4,4
"2158",0,29,0,272706,8,117,32108,3,5
"2159",1,30,1,274868,9,65,43935,5,4
"2160",0,29,0,261683,8,80,10000,2,4
"2161",0,28,1,334546,8,63,36478,3,1
"2162",0,29,1,233169,9,148,10000,3,3
"2163",1,30,1,434643,13,79,29057,5,5
"2164",1,32,1,319340,10,81,23800,5,3
"2165",0,28,1,228829,7,84,35414,4,4
"2166",0,30,1,335570,9,63,27817,3,4
"2167",1,32,1,347499,8,77,22537,2,2
"2168",1,32,0,387126,9,95,29001,5,3
"2169",0,29,0,274374,10,18,10000,3,5
"2170",1,28,1,280699,10,53,10000,3,3
"2171",1,30,1,230792,9,67,17362,3,4
"2172",0,27,1,221868,8,92,14400,4,4
"2173",1,30,1,241378,10,70,10848,4,5
"2174",1,31,1,433962,8,75,10898,2,2
"2175",0,31,1,275140,8,77,10834,2,1
"2176",0,31,1,299380,8,52,32441,4,1
"2177",1,31,1,294238,9,103,19251,5,4
"2178",0,32,0,290165,9,106,26872,4,3
"2179",0,33,1,283252,7,67,50147,4,5
"2180",0,27,1,294584,9,107,10000,3,5
"2181",0,30,1,220101,8,105,61818,3,4
"2182",0,30,1,249276,8,13,27582,4,5
"2183",0,31,0,264358,9,63,15956,5,5
"2184",1,26,1,406013,9,84,10707,4,5
"2185",1,29,1,357985,12,63,22962,2,3
"2186",0,31,1,270340,7,82,12570,3,1
"2187",1,31,1,292162,7,111,10000,4,4
"2188",1,32,0,250276,10,102,23612,3,2
"2189",1,30,1,309792,11,51,33989,3,4
"2190",1,28,1,431735,10,87,10000,2,2
"2191",1,27,1,285303,14,96,15171,3,4
"2192",0,29,1,316117,8,106,10000,4,4
"2193",1,27,1,414460,12,95,17470,4,1
"2194",0,33,1,306219,8,46,18522,2,2
"2195",0,33,1,291783,7,48,14983,2,2
"2196",0,32,1,261955,8,78,10498,3,1
"2197",1,29,1,371330,8,88,19127,4,3
"2198",0,30,0,216887,7,100,54148,4,5
"2199",0,27,0,228492,8,93,54489,4,3
"2200",1,29,1,292966,11,69,10000,2,3
"2201",0,32,1,285818,8,91,17889,2,2
"2202",1,31,1,399453,10,90,20695,4,5
"2203",1,30,1,335920,9,71,27032,5,1
"2204",1,28,0,339393,9,105,28320,1,3
"2205",1,29,1,298128,11,70,26300,5,4
"2206",0,31,1,346691,7,50,55092,4,4
"2207",0,29,1,355356,9,90,10000,2,4
"2208",0,30,0,252249,8,132,18130,4,5
"2209",0,30,1,258293,9,70,32969,3,3
"2210",1,29,1,276592,9,62,11152,2,2
"2211",1,31,1,381867,14,58,26423,1,2
"2212",1,29,1,287334,11,86,17074,2,1
"2213",1,32,0,330984,9,74,31840,1,5
"2214",0,30,0,266090,9,86,10000,3,3
"2215",1,28,1,318161,11,92,10000,5,4
"2216",0,26,0,271206,10,73,10000,3,4
"2217",0,32,0,262898,8,102,53749,2,5
"2218",1,28,1,378029,12,101,16611,1,2
"2219",0,33,1,222398,8,16,54050,4,4
"2220",0,29,0,263309,8,97,10000,2,3
"2221",1,30,1,396593,9,76,40267,2,5
"2222",1,31,1,274574,11,116,10834,4,5
"2223",0,30,1,291999,8,120,12810,5,4
"2224",0,32,1,273921,9,117,44424,2,4
"2225",1,29,1,364614,9,93,21838,5,4
"2226",0,31,1,226103,8,120,33542,4,5
"2227",1,30,1,360706,12,95,13573,3,4
"2228",0,31,1,286563,8,107,20178,3,4
"2229",0,32,1,292769,7,60,47048,1,4
"2230",1,30,0,334447,14,120,12443,5,3
"2231",0,27,1,280372,10,62,10000,3,3
"2232",1,31,1,297442,8,102,13709,2,5
"2233",0,30,1,305284,10,69,10000,5,4
"2234",0,32,1,337865,7,110,38514,4,4
"2235",0,27,0,238237,9,65,10000,5,4
"2236",0,30,1,203369,8,57,10000,4,5
"2237",1,32,1,335620,8,80,17002,1,3
"2238",0,30,1,250551,7,89,10000,3,4
"2239",0,32,1,227529,8,101,25962,4,4
"2240",1,31,1,307498,8,85,10000,4,5
"2241",0,28,1,244859,9,106,25424,1,3
"2242",1,29,0,329673,10,102,43376,1,4
"2243",0,33,1,351532,9,102,10000,3,1
"2244",1,35,0,319966,8,64,52056,1,3
"2245",1,32,1,246106,11,119,10000,2,4
"2246",0,26,0,273508,8,78,57481,4,5
"2247",0,29,1,282224,7,61,46650,3,4
"2248",1,31,0,355837,10,107,30424,2,5
"2249",1,30,0,333976,10,99,10000,2,2
"2250",1,29,1,259008,11,65,25802,5,4
"2251",0,32,0,332968,9,68,10000,3,4
"2252",0,28,1,281198,10,58,10955,2,1
"2253",1,35,1,419327,10,90,17720,1,2
"2254",1,32,1,341357,13,78,26211,2,2
"2255",1,29,0,347421,12,70,10000,4,4
"2256",0,28,1,275730,8,117,55291,3,4
"2257",0,30,1,271272,7,64,10000,4,5
"2258",0,31,1,286710,9,69,10000,4,1
"2259",1,30,1,329558,9,94,25541,1,1
"2260",0,29,1,255464,7,110,58168,4,5
"2261",0,29,1,248415,10,91,24288,2,3
"2262",0,29,1,331224,7,112,10000,4,1
"2263",1,34,1,322050,10,67,23328,1,3
"2264",0,27,0,301731,11,42,66077,3,4
"2265",0,30,1,234564,8,45,46349,5,5
"2266",1,31,1,332264,9,91,20032,1,2
"2267",1,27,1,367262,12,75,34257,1,2
"2268",0,33,1,249966,7,115,10000,2,2
"2269",1,30,0,366600,10,97,26269,3,4
"2270",1,31,1,424630,11,58,17583,2,2
"2271",0,30,1,302667,10,92,25522,3,5
"2272",1,33,1,415984,7,63,21421,2,3
"2273",0,29,1,196274,7,79,14515,4,3
"2274",0,31,1,243175,7,96,17485,2,3
"2275",1,28,0,430400,10,49,21849,2,2
"2276",1,27,1,351652,10,107,10000,3,3
"2277",1,31,1,336403,12,63,35253,1,2
"2278",1,35,1,301981,13,80,25675,3,3
"2279",1,29,1,273073,8,83,10000,3,3
"2280",0,28,1,317445,8,100,55446,3,2
"2281",0,29,1,236121,7,107,65415,3,4
"2282",0,28,0,366139,7,80,20070,3,4
"2283",1,31,1,341421,10,111,19632,4,3
"2284",0,29,0,314005,8,107,37513,4,4
"2285",1,31,0,311165,8,88,34240,3,3
"2286",1,31,1,291780,10,67,23371,1,2
"2287",1,33,1,243618,12,92,13927,4,2
"2288",1,30,1,279172,12,118,22072,2,4
"2289",1,32,0,300754,12,85,10000,4,4
"2290",0,31,0,267414,8,51,10000,4,5
"2291",1,30,1,323492,11,96,16747,3,4
"2292",1,31,1,340275,8,84,30102,2,1
"2293",1,30,1,397242,10,63,22046,2,2
"2294",0,28,1,284937,7,54,12481,4,4
"2295",0,32,1,309536,9,53,16791,2,2
"2296",0,32,1,273261,8,98,10000,4,3
"2297",1,29,1,300719,12,102,12323,5,5
"2298",1,32,1,370916,9,94,23380,2,1
"2299",1,29,1,337784,9,82,17658,3,4
"2300",1,32,1,289413,10,93,10299,5,5
"2301",0,27,0,298764,8,108,10000,1,3
"2302",0,30,1,348758,8,75,26499,4,4
"2303",1,30,0,236643,9,102,32700,2,5
"2304",0,27,1,242243,6,97,37343,3,4
"2305",1,28,1,353204,7,57,28049,3,1
"2306",1,31,1,369385,11,85,15579,2,3
"2307",1,27,1,235035,11,110,27176,4,4
"2308",1,32,1,338726,10,79,21164,4,3
"2309",1,31,0,205509,13,102,28022,1,3
"2310",0,29,1,265186,9,62,10000,3,4
"2311",0,30,1,218826,9,87,13777,4,3
"2312",0,32,1,251502,8,78,10000,3,4
"2313",1,31,1,383781,8,92,34940,3,3
"2314",1,32,1,367573,9,91,25468,2,3
"2315",1,28,1,334195,10,102,14615,5,3
"2316",0,31,1,216119,8,63,13247,1,2
"2317",1,32,1,296163,9,68,29653,3,5
"2318",1,29,1,338849,11,64,10000,2,3
"2319",1,32,1,306064,11,68,10000,1,2
"2320",1,28,1,290768,11,84,12785,4,1
"2321",1,30,1,397576,10,96,38720,2,2
"2322",1,28,1,385181,12,82,18196,4,2
"2323",0,32,1,262571,8,76,10000,3,5
"2324",1,34,0,354863,9,86,30037,4,5
"2325",1,33,0,303626,9,50,23958,3,3
"2326",1,30,1,524732,7,111,28931,4,3
"2327",0,28,1,210763,9,87,33249,1,2
"2328",0,28,1,335141,7,119,29401,4,3
"2329",1,26,1,360142,12,79,10000,3,4
"2330",1,26,1,352980,11,90,21102,1,1
"2331",1,29,1,365567,8,61,22050,3,3
"2332",1,32,1,359708,10,82,18280,4,5
"2333",0,30,1,321155,7,74,61606,3,5
"2334",1,30,0,253910,9,80,27586,4,3
"2335",0,27,1,310051,9,90,55765,2,3
"2336",1,31,0,458227,8,99,28731,5,5
"2337",0,28,1,340084,9,78,58270,4,4
"2338",1,33,1,204292,10,63,20643,2,3
"2339",1,30,1,352046,12,100,10000,5,4
"2340",1,32,0,329259,11,83,31187,4,3
"2341",1,32,1,331522,8,107,15208,5,4
"2342",1,29,1,268258,9,47,23486,4,3
"2343",0,30,1,244138,7,65,10000,3,1
"2344",1,34,0,359266,10,64,18712,3,4
"2345",0,31,1,310638,8,37,10000,5,5
"2346",0,28,1,241448,9,38,24970,4,3
"2347",1,28,1,496239,11,84,19029,3,4
"2348",1,32,0,300661,10,91,15044,2,2
"2349",0,31,0,262683,8,43,36452,4,2
"2350",1,30,1,425640,11,133,33757,1,3
"2351",0,28,1,249164,9,88,12096,4,3
"2352",1,27,1,443918,10,74,13393,2,3
"2353",0,29,1,319078,9,48,55866,3,5
"2354",1,28,1,314950,9,80,20873,1,3
"2355",1,29,1,311458,8,83,22438,1,5
"2356",1,26,0,261159,10,115,14800,2,3
"2357",1,29,1,360858,10,98,16695,1,1
"2358",1,31,1,286095,9,102,20062,4,5
"2359",0,29,1,296388,7,92,11517,4,3
"2360",0,26,1,217979,8,66,27958,3,5
"2361",1,30,1,441042,10,66,20531,4,5
"2362",1,30,1,320259,12,83,14442,3,3
"2363",0,31,1,177418,9,101,10000,2,3
"2364",0,26,1,350534,8,79,33419,2,2
"2365",0,29,1,259799,7,50,21887,3,3
